DateOfService,Program,CountOfServiceID
2016-01-11 00:00:00,TCE,23
2020-07-23 00:00:00,HealthConnect,21
2016-09-09 00:00:00,HealthConnect,22
2017-02-13 00:00:00,HealthConnect,1
2017-08-31 00:00:00,Food Pantry,1
2016-05-24 00:00:00,ORP,5
2019-11-26 00:00:00,DV,5
2022-03-25 00:00:00,ATI,2
2019-01-30 00:00:00,Buprenorphine,2
2016-05-04 00:00:00,TCE,37
2017-05-09 00:00:00,Food Pantry,52
2020-04-02 00:00:00,Food Pantry,3
2022-09-21 00:00:00,Food Pantry,177
2021-12-01 00:00:00,ATI,3
2022-06-28 00:00:00,DV,1
2016-10-12 00:00:00,Food Pantry,147
2019-02-19 00:00:00,HealthConnect,6
2019-09-06 00:00:00,Food Pantry,84
2016-05-21 00:00:00,META,2
2017-12-18 00:00:00,MHU,17
2019-05-15 00:00:00,Food Pantry,89
2021-06-18 00:00:00,TPO,10
2022-04-08 00:00:00,Food Pantry,197
2016-05-06 00:00:00,MHU,11
2017-12-21 00:00:00,HealthConnect,5
2018-09-27 00:00:00,DV,8
2020-08-10 00:00:00,PepAndPrep,15
2016-02-20 00:00:00,HealthConnect,22
2017-12-11 00:00:00,Food Pantry,16
2018-09-20 00:00:00,DV,14
2021-03-10 00:00:00,DV,4
2016-07-09 00:00:00,MHU,2
2017-07-15 00:00:00,HealthConnect,25
2020-01-03 00:00:00,HealthConnect,5
2022-03-15 00:00:00,HealthEquity,21
2019-02-26 00:00:00,HealthConnect,29
2022-08-24 00:00:00,ATI,6
2017-02-03 00:00:00,Food Pantry,73
2017-05-16 00:00:00,MHU,59
2020-07-13 00:00:00,Food Pantry,140
2020-11-14 00:00:00,TPO,7
2019-03-05 00:00:00,DV,10
2019-12-17 00:00:00,Food Pantry,66
2020-03-23 00:00:00,Buprenorphine,6
2016-03-17 00:00:00,Food Pantry,2
2019-02-09 00:00:00,Food Pantry,74
2021-06-25 00:00:00,ATI,1
2019-05-22 00:00:00,MHU,5
2022-07-19 00:00:00,Food Pantry,135
2022-10-10 00:00:00,HealthEquity,1
2016-04-29 00:00:00,Food Pantry,73
2017-06-02 00:00:00,HealthConnect,18
2018-10-18 00:00:00,Food Pantry,5
2021-09-11 00:00:00,Food Pantry,135
2018-02-23 00:00:00,DV,3
2019-01-23 00:00:00,Buprenorphine,1
2021-06-11 00:00:00,TPO,18
2021-12-17 00:00:00,Buprenorphine,6
2017-02-03 00:00:00,MHU,17
2018-03-23 00:00:00,Food Pantry,90
2020-07-30 00:00:00,HealthConnect,4
2019-09-23 00:00:00,HealthConnect,1
2017-05-16 00:00:00,Food Pantry,102
2017-12-11 00:00:00,MHU,26
2019-06-01 00:00:00,HealthConnect,14
2022-12-03 00:00:00,ClubConnect,10
2016-03-15 00:00:00,TCE,24
2022-01-20 00:00:00,ATI,1
2016-12-01 00:00:00,Food Pantry,1
2019-05-22 00:00:00,Food Pantry,84
2022-04-15 00:00:00,Food Pantry,222
2019-11-19 00:00:00,DV,5
2022-05-09 00:00:00,DV,5
2016-02-04 00:00:00,META,4
2021-03-15 00:00:00,ATI,1
2017-02-24 00:00:00,PepAndPrep,3
2017-12-28 00:00:00,HealthConnect,14
2018-07-15 00:00:00,Food Pantry,1
2016-09-16 00:00:00,HealthConnect,11
2021-07-02 00:00:00,DV,1
2021-12-22 00:00:00,Food Pantry,222
2016-03-17 00:00:00,MHU,21
2019-02-09 00:00:00,MHU,1
2016-05-20 00:00:00,MHU,11
2018-12-07 00:00:00,Food Pantry,75
2020-08-18 00:00:00,DV,1
2021-05-27 00:00:00,Food Pantry,3
2022-03-08 00:00:00,HealthEquity,20
2021-04-02 00:00:00,Buprenorphine,2
2022-08-31 00:00:00,ATI,4
2020-02-22 00:00:00,HealthConnect,24
2017-05-09 00:00:00,MHU,36
2018-01-30 00:00:00,Food Pantry,62
2020-07-20 00:00:00,Food Pantry,84
2022-05-24 00:00:00,Hotspotting,1
2019-12-12 00:00:00,Buprenorphine,5
2017-03-27 00:00:00,MHU,24
2019-04-17 00:00:00,HealthConnect,12
2021-07-02 00:00:00,ATI,1
2018-09-20 00:00:00,HealthConnect,18
2020-02-05 00:00:00,Food Pantry,107
2022-07-26 00:00:00,Food Pantry,150
2019-06-20 00:00:00,DV,5
2016-05-06 00:00:00,Food Pantry,53
2020-05-26 00:00:00,Buprenorphine,10
2021-09-18 00:00:00,Food Pantry,160
2016-10-12 00:00:00,MHU,14
2018-05-29 00:00:00,HealthConnect,1
2019-04-02 00:00:00,MHU,13
2022-09-07 00:00:00,Food Pantry,185
2017-07-22 00:00:00,HealthConnect,19
2020-03-11 00:00:00,PepAndPrep,7
2016-11-05 00:00:00,HealthConnect,8
2022-06-18 00:00:00,HealthEquity,6
2018-05-12 00:00:00,Food Pantry,64
2021-04-05 00:00:00,Food Pantry,109
2018-01-04 00:00:00,DV,6
2021-10-28 00:00:00,Buprenorphine,3
2016-03-08 00:00:00,TCE,61
2017-07-05 00:00:00,Food Pantry,127
2019-06-08 00:00:00,HealthConnect,13
2016-03-28 00:00:00,ORP,5
2016-12-15 00:00:00,MHU,26
2018-08-01 00:00:00,HealthConnect,15
2020-01-22 00:00:00,DV,2
2020-12-12 00:00:00,Food Pantry,300
2022-01-27 00:00:00,ATI,4
2019-03-28 00:00:00,Buprenorphine,2
2022-10-14 00:00:00,ClubConnect,11
2016-01-25 00:00:00,TCE,10
2019-10-23 00:00:00,Buprenorphine,9
2021-03-22 00:00:00,ATI,2
2019-09-30 00:00:00,DV,3
2022-08-24 00:00:00,DV,5
2022-06-04 00:00:00,Food Pantry,106
2016-01-27 00:00:00,MHU,41
2017-01-05 00:00:00,PepAndPrep,2
2018-02-16 00:00:00,HealthConnect,10
2018-12-21 00:00:00,MHU,4
2020-08-06 00:00:00,HealthConnect,6
2022-06-14 00:00:00,ATI,11
2017-12-16 00:00:00,HealthConnect,34
2020-06-05 00:00:00,HealthConnect,12
2021-07-01 00:00:00,Buprenorphine,1
2021-08-26 00:00:00,DV,3
2021-07-21 00:00:00,Food Pantry,174
2019-08-16 00:00:00,Food Pantry,109
2017-10-20 00:00:00,Food Pantry,84
2019-06-26 00:00:00,Buprenorphine,7
2019-11-02 00:00:00,HealthConnect,18
2021-09-14 00:00:00,DV,1
2019-04-24 00:00:00,Food Pantry,95
2021-10-12 00:00:00,Food Pantry,81
2019-11-07 00:00:00,Food Pantry,10
2018-05-31 00:00:00,HealthConnect,2
2021-08-21 00:00:00,Food Pantry,164
2017-12-14 00:00:00,DV,1
2016-11-09 00:00:00,MHU,14
2018-06-29 00:00:00,DV,5
2020-05-12 00:00:00,PepAndPrep,1
2019-12-03 00:00:00,HealthConnect,33
2022-03-30 00:00:00,DV,5
2017-11-20 00:00:00,Food Pantry,27
2018-05-14 00:00:00,MHU,37
2018-02-06 00:00:00,HealthConnect,8
2021-11-12 00:00:00,Food Pantry,252
2022-03-04 00:00:00,ATI,2
2019-06-18 00:00:00,DV,14
2022-09-23 00:00:00,ClubConnect,4
2021-01-22 00:00:00,DV,5
2019-11-26 00:00:00,Food Pantry,66
2022-12-15 00:00:00,ClubConnect,8
2019-10-09 00:00:00,PepAndPrep,3
2022-08-09 00:00:00,HealthEquity,4
2016-04-07 00:00:00,MHU,25
2016-02-25 00:00:00,Food Pantry,3
2018-04-28 00:00:00,HealthConnect,9
2021-04-15 00:00:00,DV,4
2017-08-29 00:00:00,Food Pantry,95
2017-10-10 00:00:00,MHU,58
2020-02-17 00:00:00,Food Pantry,14
2022-10-31 00:00:00,HealthEquity,13
2016-10-21 00:00:00,MHU,5
2019-12-31 00:00:00,PepAndPrep,1
2016-05-11 00:00:00,HealthConnect,41
2016-07-30 00:00:00,MHU,12
2018-10-30 00:00:00,HealthConnect,10
2019-08-29 00:00:00,Buprenorphine,8
2020-08-17 00:00:00,Buprenorphine,4
2020-12-05 00:00:00,TPO,1
2018-03-02 00:00:00,Food Pantry,38
2016-03-27 00:00:00,Food Pantry,1
2019-02-13 00:00:00,Buprenorphine,1
2022-03-14 00:00:00,Hotspotting,1
2019-09-04 00:00:00,Food Pantry,70
2022-02-22 00:00:00,Food Pantry,65
2016-08-28 00:00:00,TCE,5
2022-08-03 00:00:00,ATI,5
2019-01-17 00:00:00,DV,10
2020-03-07 00:00:00,Food Pantry,99
2019-05-30 00:00:00,DV,6
2018-04-02 00:00:00,Food Pantry,3
2018-06-19 00:00:00,HealthConnect,1
2022-10-25 00:00:00,ATI,3
2022-03-25 00:00:00,Food Pantry,264
2019-02-05 00:00:00,DV,8
2021-07-26 00:00:00,DV,2
2017-12-09 00:00:00,Food Pantry,38
2019-08-21 00:00:00,DV,2
2021-03-02 00:00:00,Buprenorphine,1
2016-08-09 00:00:00,TCE,16
2021-12-01 00:00:00,Food Pantry,250
2020-06-24 00:00:00,HealthConnect,21
2022-05-18 00:00:00,HealthEquity,35
2019-04-29 00:00:00,DV,10
2016-07-07 00:00:00,Food Pantry,11
2016-01-30 00:00:00,HealthConnect,16
2018-07-20 00:00:00,HealthConnect,45
2020-06-29 00:00:00,Food Pantry,67
2016-04-22 00:00:00,HealthConnect,11
2018-10-11 00:00:00,HealthConnect,10
2022-01-01 00:00:00,Food Pantry,1
2016-09-28 00:00:00,Food Pantry,124
2018-03-28 00:00:00,HealthConnect,8
2022-04-06 00:00:00,ATI,4
2016-01-06 00:00:00,TCE,21
2022-10-26 00:00:00,ClubConnect,6
2017-04-01 00:00:00,Food Pantry,113
2021-02-24 00:00:00,DV,6
2021-11-09 00:00:00,Buprenorphine,2
2022-09-14 00:00:00,HealthEquity,14
2021-03-24 00:00:00,Food Pantry,268
2021-12-13 00:00:00,ATI,3
2019-08-23 00:00:00,DV,4
2020-05-07 00:00:00,Buprenorphine,5
2022-09-26 00:00:00,Food Pantry,93
2022-09-25 00:00:00,ClubConnect,10
2017-05-02 00:00:00,Food Pantry,90
2019-11-04 00:00:00,Buprenorphine,4
2016-01-20 00:00:00,Food Pantry,91
2020-06-22 00:00:00,HealthConnect,16
2019-06-29 00:00:00,Food Pantry,89
2019-03-26 00:00:00,MHU,8
2022-12-06 00:00:00,HealthEquity,6
2016-05-25 00:00:00,MHU,22
2019-05-08 00:00:00,Food Pantry,79
2019-11-19 00:00:00,HealthConnect,13
2021-10-26 00:00:00,Food Pantry,137
2020-09-30 00:00:00,TPO,2
2019-10-04 00:00:00,Buprenorphine,1
2021-09-28 00:00:00,DV,1
2019-01-14 00:00:00,Food Pantry,8
2021-12-20 00:00:00,DV,1
2019-07-30 00:00:00,Food Pantry,69
2017-12-28 00:00:00,DV,2
2021-12-31 00:00:00,Buprenorphine,1
2016-04-13 00:00:00,META,2
2017-08-22 00:00:00,HealthConnect,35
2020-02-10 00:00:00,HealthConnect,4
2017-08-12 00:00:00,Food Pantry,104
2019-09-23 00:00:00,DV,7
2018-09-08 00:00:00,HealthConnect,13
2021-06-29 00:00:00,Buprenorphine,6
2017-02-17 00:00:00,MHU,9
2021-08-04 00:00:00,Food Pantry,202
2021-11-24 00:00:00,ATI,8
2019-12-26 00:00:00,Buprenorphine,4
2020-03-12 00:00:00,HealthConnect,45
2019-08-28 00:00:00,HealthConnect,11
2021-01-22 00:00:00,TPO,5
2017-11-03 00:00:00,Food Pantry,85
2018-05-17 00:00:00,HealthConnect,4
2018-05-31 00:00:00,MHU,1
2017-11-27 00:00:00,DV,1
2021-04-12 00:00:00,Food Pantry,56
2019-06-24 00:00:00,Buprenorphine,10
2020-10-14 00:00:00,DV,6
2017-02-01 00:00:00,HealthConnect,19
2019-11-09 00:00:00,Food Pantry,101
2022-07-26 00:00:00,HealthEquity,17
2016-07-16 00:00:00,MHU,43
2021-01-05 00:00:00,DV,9
2017-11-22 00:00:00,Food Pantry,81
2018-10-09 00:00:00,DV,8
2021-03-29 00:00:00,DV,5
2018-06-07 00:00:00,Food Pantry,2
2019-05-24 00:00:00,Buprenorphine,1
2016-11-07 00:00:00,MHU,8
2019-02-07 00:00:00,HealthConnect,22
2021-03-19 00:00:00,Buprenorphine,1
2016-03-25 00:00:00,META,2
2022-05-02 00:00:00,DV,4
2016-03-26 00:00:00,TCE,4
2017-06-17 00:00:00,Food Pantry,132
2022-12-05 00:00:00,ClubConnect,3
2019-09-19 00:00:00,Buprenorphine,4
2020-01-24 00:00:00,DV,6
2021-09-24 00:00:00,ATI,4
2016-03-06 00:00:00,Food Pantry,3
2016-07-18 00:00:00,TCE,32
2019-08-14 00:00:00,Food Pantry,115
2022-07-08 00:00:00,Food Pantry,166
2019-03-19 00:00:00,DV,17
2017-03-03 00:00:00,HealthConnect,8
2022-08-26 00:00:00,DV,4
2016-07-20 00:00:00,MHU,2
2019-06-14 00:00:00,MHU,11
2018-01-18 00:00:00,DV,5
2019-07-01 00:00:00,HealthConnect,1
2019-03-01 00:00:00,Food Pantry,87
2016-11-11 00:00:00,MHU,9
2019-03-09 00:00:00,HealthConnect,17
2020-08-20 00:00:00,DV,7
2018-04-24 00:00:00,Food Pantry,81
2018-05-02 00:00:00,HealthConnect,17
2020-01-21 00:00:00,PepAndPrep,26
2019-05-28 00:00:00,Buprenorphine,6
2017-09-27 00:00:00,Food Pantry,105
2016-03-01 00:00:00,ORP,1
2019-12-23 00:00:00,Buprenorphine,5
2022-04-21 00:00:00,ATI,3
2016-10-21 00:00:00,TCE,1
2018-08-22 00:00:00,DV,27
2020-04-29 00:00:00,Food Pantry,429
2021-06-14 00:00:00,ATI,3
2022-03-26 00:00:00,HealthEquity,3
2022-10-18 00:00:00,Food Pantry,147
2017-09-28 00:00:00,HealthConnect,7
2016-07-29 00:00:00,Food Pantry,124
2018-06-06 00:00:00,MHU,49
2021-12-11 00:00:00,Food Pantry,170
2018-10-04 00:00:00,DV,16
2020-03-13 00:00:00,PepAndPrep,1
2021-03-24 00:00:00,DV,6
2016-01-02 00:00:00,Food Pantry,61
2022-10-19 00:00:00,Hotspotting,1
2016-04-09 00:00:00,MHU,1
2019-10-04 00:00:00,HealthConnect,18
2016-06-08 00:00:00,HealthConnect,19
2018-11-27 00:00:00,HealthConnect,2
2020-11-30 00:00:00,DV,5
2021-08-05 00:00:00,Buprenorphine,4
2018-08-04 00:00:00,Food Pantry,70
2021-06-28 00:00:00,Food Pantry,47
2017-02-14 00:00:00,MHU,19
2019-08-05 00:00:00,MHU,14
2016-02-26 00:00:00,MHU,17
2022-11-16 00:00:00,ATI,4
2016-02-05 00:00:00,TCE,22
2018-06-21 00:00:00,HealthConnect,25
2017-03-10 00:00:00,HealthConnect,19
2019-07-31 00:00:00,Buprenorphine,9
2017-04-19 00:00:00,MHU,44
2016-04-25 00:00:00,Food Pantry,18
2016-05-29 00:00:00,TCE,1
2018-02-27 00:00:00,HealthConnect,18
2019-03-12 00:00:00,DV,15
2021-08-30 00:00:00,DV,5
2016-02-18 00:00:00,META,4
2017-04-22 00:00:00,HealthConnect,14
2018-02-24 00:00:00,MHU,1
2019-10-11 00:00:00,HealthConnect,13
2019-10-03 00:00:00,Food Pantry,8
2020-01-17 00:00:00,DV,4
2022-08-27 00:00:00,Food Pantry,121
2022-10-05 00:00:00,Hotspotting,1
2019-03-08 00:00:00,Food Pantry,90
2021-03-12 00:00:00,TPO,7
2022-09-01 00:00:00,Barbershop,1
2019-12-02 00:00:00,PepAndPrep,2
2021-01-01 00:00:00,Buprenorphine,1
2022-08-19 00:00:00,DV,14
2018-05-01 00:00:00,Food Pantry,62
2018-01-11 00:00:00,DV,2
2021-10-08 00:00:00,Food Pantry,231
2016-09-22 00:00:00,MHU,19
2019-04-08 00:00:00,Buprenorphine,11
2020-12-01 00:00:00,Food Pantry,246
2019-10-14 00:00:00,DV,1
2017-06-12 00:00:00,Food Pantry,31
2017-11-14 00:00:00,MHU,20
2020-05-06 00:00:00,Food Pantry,444
2022-06-10 00:00:00,ATI,4
2016-09-01 00:00:00,TCE,1
2016-08-05 00:00:00,Food Pantry,128
2017-06-13 00:00:00,HealthConnect,14
2020-02-25 00:00:00,Buprenorphine,8
2020-05-07 00:00:00,HealthConnect,10
2022-05-16 00:00:00,DV,4
2021-08-03 00:00:00,ATI,1
2022-07-11 00:00:00,HealthEquity,15
2022-12-07 00:00:00,Food Pantry,146
2016-02-19 00:00:00,MHU,19
2022-12-08 00:00:00,Hotspotting,2
2018-08-11 00:00:00,Food Pantry,49
2018-08-15 00:00:00,DV,7
2021-07-29 00:00:00,Buprenorphine,4
2022-11-23 00:00:00,ATI,5
2017-10-04 00:00:00,Food Pantry,103
2021-03-13 00:00:00,Food Pantry,206
2021-03-17 00:00:00,DV,2
2017-02-28 00:00:00,MHU,28
2018-03-06 00:00:00,HealthConnect,14
2020-08-16 00:00:00,Food Pantry,10
2019-07-24 00:00:00,Buprenorphine,10
2022-01-11 00:00:00,Buprenorphine,14
2017-04-21 00:00:00,Food Pantry,136
2019-10-10 00:00:00,Food Pantry,11
2017-04-29 00:00:00,HealthConnect,21
2016-04-08 00:00:00,META,3
2020-03-18 00:00:00,PepAndPrep,1
2020-11-12 00:00:00,Buprenorphine,8
2021-08-23 00:00:00,DV,2
2019-04-27 00:00:00,Food Pantry,109
2021-10-15 00:00:00,Food Pantry,256
2016-01-08 00:00:00,HealthConnect,17
2018-06-20 00:00:00,Food Pantry,77
2019-11-25 00:00:00,PepAndPrep,2
2020-12-08 00:00:00,Food Pantry,261
2016-09-15 00:00:00,MHU,26
2019-03-06 00:00:00,MHU,21
2022-06-17 00:00:00,ATI,5
2016-02-10 00:00:00,TCE,12
2017-06-03 00:00:00,MHU,1
2017-08-01 00:00:00,Food Pantry,107
2020-06-25 00:00:00,Food Pantry,5
2022-12-14 00:00:00,Food Pantry,122
2016-01-04 00:00:00,ORP,6
2020-05-14 00:00:00,HealthConnect,25
2016-02-12 00:00:00,MHU,13
2016-09-24 00:00:00,Food Pantry,94
2017-09-25 00:00:00,MHU,29
2021-03-26 00:00:00,TPO,4
2022-08-22 00:00:00,Food Pantry,69
2017-08-02 00:00:00,HealthConnect,14
2019-10-07 00:00:00,DV,1
2020-01-06 00:00:00,Buprenorphine,8
2020-06-26 00:00:00,HealthConnect,11
2019-08-07 00:00:00,Food Pantry,89
2022-07-01 00:00:00,Food Pantry,217
2017-01-05 00:00:00,HealthConnect,1
2019-11-30 00:00:00,HealthConnect,9
2019-07-03 00:00:00,PepAndPrep,4
2018-06-26 00:00:00,DV,1
2022-04-25 00:00:00,ATI,4
2019-07-01 00:00:00,PepAndPrep,2
2020-08-11 00:00:00,HealthConnect,1
2018-12-31 00:00:00,DV,9
2016-03-10 00:00:00,Food Pantry,1
2021-02-16 00:00:00,Buprenorphine,2
2021-06-01 00:00:00,Food Pantry,88
2018-07-06 00:00:00,HealthConnect,12
2021-12-15 00:00:00,Food Pantry,219
2019-02-19 00:00:00,DV,10
2021-08-09 00:00:00,DV,6
2018-03-16 00:00:00,Food Pantry,74
2018-09-27 00:00:00,HealthConnect,21
2022-10-20 00:00:00,DV,3
2016-11-17 00:00:00,TCE,1
2021-08-23 00:00:00,Food Pantry,40
2020-03-31 00:00:00,HealthConnect,22
2019-05-13 00:00:00,DV,10
2016-03-29 00:00:00,Food Pantry,4
2016-01-13 00:00:00,MHU,19
2018-04-14 00:00:00,HealthConnect,25
2018-07-03 00:00:00,MHU,6
2020-03-21 00:00:00,Food Pantry,184
2017-04-25 00:00:00,HealthConnect,1
2019-04-12 00:00:00,DV,12
2022-08-26 00:00:00,HealthEquity,1
2017-12-23 00:00:00,Food Pantry,61
2018-04-11 00:00:00,MHU,41
2020-06-12 00:00:00,Food Pantry,700
2016-04-15 00:00:00,TCE,68
2019-06-20 00:00:00,HealthConnect,1
2022-12-16 00:00:00,ATI,5
2017-11-29 00:00:00,MHU,33
2020-11-06 00:00:00,Buprenorphine,3
2016-01-06 00:00:00,Food Pantry,81
2018-06-26 00:00:00,Food Pantry,89
2019-06-03 00:00:00,MHU,9
2018-03-23 00:00:00,MHU,47
2022-06-18 00:00:00,Food Pantry,96
2018-05-29 00:00:00,DV,5
2019-02-11 00:00:00,Buprenorphine,8
2016-05-12 00:00:00,ORP,7
2017-03-23 00:00:00,HealthConnect,4
2019-09-11 00:00:00,HealthConnect,32
2016-03-22 00:00:00,HealthConnect,7
2020-07-01 00:00:00,Food Pantry,233
2022-08-12 00:00:00,DV,5
2016-02-19 00:00:00,ORP,2
2017-09-07 00:00:00,MHU,19
2018-07-27 00:00:00,Food Pantry,121
2021-01-28 00:00:00,Buprenorphine,2
2018-08-20 00:00:00,DV,2
2022-01-03 00:00:00,Food Pantry,33
2016-06-27 00:00:00,MHU,19
2019-03-29 00:00:00,HealthConnect,15
2018-04-04 00:00:00,Food Pantry,112
2018-08-25 00:00:00,HealthConnect,21
2020-08-01 00:00:00,Food Pantry,236
2016-05-25 00:00:00,HealthConnect,24
2020-08-03 00:00:00,PepAndPrep,11
2022-06-09 00:00:00,DV,1
2020-12-28 00:00:00,Buprenorphine,2
2022-12-23 00:00:00,DV,4
2020-09-25 00:00:00,DV,4
2021-05-25 00:00:00,ATI,2
2022-04-15 00:00:00,HealthEquity,27
2018-05-05 00:00:00,Food Pantry,103
2020-10-23 00:00:00,Food Pantry,411
2020-10-06 00:00:00,Buprenorphine,8
2016-07-09 00:00:00,Food Pantry,70
2018-11-16 00:00:00,HealthConnect,19
2020-03-12 00:00:00,DV,4
2022-08-31 00:00:00,DV,4
2020-06-03 00:00:00,DV,3
2016-05-18 00:00:00,Food Pantry,61
2016-05-31 00:00:00,ORP,9
2018-11-06 00:00:00,Food Pantry,56
2017-06-14 00:00:00,HealthConnect,33
2018-11-30 00:00:00,DV,11
2016-07-07 00:00:00,TCE,6
2022-10-29 00:00:00,Food Pantry,85
2018-02-20 00:00:00,MHU,30
2020-08-25 00:00:00,DV,2
2022-07-07 00:00:00,HealthEquity,8
2022-07-07 00:00:00,Food Pantry,1
2022-10-27 00:00:00,ATI,9
2016-07-01 00:00:00,ORP,1
2020-09-17 00:00:00,Buprenorphine,5
2022-02-15 00:00:00,ATI,2
2016-02-25 00:00:00,TCE,33
2018-04-09 00:00:00,DV,2
2022-05-16 00:00:00,Food Pantry,77
2017-02-10 00:00:00,Food Pantry,41
2022-12-07 00:00:00,Hotspotting,1
2019-08-09 00:00:00,HealthConnect,34
2018-08-15 00:00:00,Food Pantry,91
2021-11-14 00:00:00,HealthEquity,4
2022-05-09 00:00:00,ATI,7
2019-10-31 00:00:00,HealthConnect,2
2020-01-03 00:00:00,DV,14
2021-07-23 00:00:00,HealthEquity,28
2019-05-15 00:00:00,MHU,15
2017-03-13 00:00:00,Food Pantry,16
2017-01-24 00:00:00,PepAndPrep,7
2020-08-20 00:00:00,Food Pantry,8
2017-07-19 00:00:00,MHU,41
2020-09-24 00:00:00,PepAndPrep,5
2016-11-19 00:00:00,Food Pantry,129
2020-03-26 00:00:00,DV,14
2021-06-23 00:00:00,TPO,15
2016-08-02 00:00:00,HealthConnect,1
2017-11-10 00:00:00,MHU,35
2020-11-11 00:00:00,Food Pantry,303
2017-10-25 00:00:00,HealthConnect,20
2021-04-22 00:00:00,ATI,2
2022-08-26 00:00:00,Food Pantry,184
2017-04-11 00:00:00,HealthConnect,1
2017-06-30 00:00:00,MHU,39
2019-09-30 00:00:00,HealthConnect,1
2020-05-15 00:00:00,DV,2
2021-12-03 00:00:00,HealthEquity,4
2019-01-02 00:00:00,MHU,2
2016-12-20 00:00:00,Food Pantry,1
2019-06-10 00:00:00,Food Pantry,23
2016-07-14 00:00:00,HealthConnect,2
2020-05-29 00:00:00,Food Pantry,397
2021-07-14 00:00:00,ATI,1
2022-02-24 00:00:00,HealthEquity,26
2022-11-17 00:00:00,Food Pantry,1
2016-02-23 00:00:00,META,3
2018-09-12 00:00:00,Buprenorphine,1
2020-08-06 00:00:00,DV,10
2021-06-04 00:00:00,TPO,1
2017-06-23 00:00:00,Food Pantry,141
2018-05-10 00:00:00,DV,3
2016-07-20 00:00:00,ORP,1
2018-12-26 00:00:00,Food Pantry,42
2019-07-09 00:00:00,HealthConnect,14
2021-06-15 00:00:00,Food Pantry,187
2020-04-14 00:00:00,DV,3
2016-05-18 00:00:00,TCE,33
2018-01-16 00:00:00,DV,3
2017-08-03 00:00:00,HealthConnect,3
2018-08-01 00:00:00,DV,2
2020-01-22 00:00:00,HealthConnect,21
2020-02-14 00:00:00,Buprenorphine,2
2019-03-19 00:00:00,Food Pantry,65
2020-04-03 00:00:00,Buprenorphine,1
2022-08-01 00:00:00,ATI,8
2018-11-15 00:00:00,HealthConnect,3
2020-05-19 00:00:00,HealthConnect,23
2019-01-29 00:00:00,Food Pantry,88
2017-04-26 00:00:00,MHU,69
2020-08-10 00:00:00,HealthConnect,8
2017-02-11 00:00:00,Food Pantry,85
2020-03-03 00:00:00,Buprenorphine,10
2016-03-05 00:00:00,HealthConnect,13
2017-08-18 00:00:00,MHU,24
2018-08-24 00:00:00,HealthConnect,10
2020-05-14 00:00:00,PepAndPrep,2
2021-02-03 00:00:00,Food Pantry,1
2017-02-02 00:00:00,MHU,3
2021-07-15 00:00:00,ATI,3
2021-12-28 00:00:00,Buprenorphine,2
2022-05-04 00:00:00,DV,3
2020-02-05 00:00:00,DV,1
2022-08-08 00:00:00,Food Pantry,68
2016-03-14 00:00:00,TCE,23
2017-05-05 00:00:00,Food Pantry,84
2020-06-25 00:00:00,Buprenorphine,6
2018-08-03 00:00:00,DV,2
2018-11-07 00:00:00,Food Pantry,81
2020-08-05 00:00:00,PepAndPrep,5
2018-12-14 00:00:00,DV,17
2020-01-02 00:00:00,PepAndPrep,8
2020-08-21 00:00:00,Food Pantry,388
2021-10-06 00:00:00,ATI,1
2022-04-25 00:00:00,Health Homes Outreach,1
2018-01-20 00:00:00,HealthConnect,10
2020-07-10 00:00:00,HealthConnect,14
2021-03-06 00:00:00,Food Pantry,230
2022-05-23 00:00:00,DV,3
2019-05-11 00:00:00,Food Pantry,88
2017-06-05 00:00:00,Food Pantry,10
2018-04-13 00:00:00,HealthConnect,8
2021-09-10 00:00:00,HealthEquity,12
2021-12-28 00:00:00,ATI,4
2020-06-17 00:00:00,DV,6
2022-12-06 00:00:00,DV,5
2016-02-24 00:00:00,TCE,32
2019-06-11 00:00:00,Food Pantry,58
2020-02-24 00:00:00,DV,14
2020-09-08 00:00:00,DV,6
2022-11-18 00:00:00,Food Pantry,263
2016-02-18 00:00:00,ORP,1
2018-06-12 00:00:00,DV,5
2022-02-18 00:00:00,Buprenorphine,7
2016-07-16 00:00:00,HealthConnect,10
2019-01-04 00:00:00,HealthConnect,17
2021-06-16 00:00:00,Food Pantry,252
2022-03-07 00:00:00,ATI,2
2016-03-21 00:00:00,MHU,21
2021-02-09 00:00:00,TPO,1
2021-08-17 00:00:00,Buprenorphine,3
2022-09-20 00:00:00,ATI,5
2017-09-15 00:00:00,Food Pantry,90
2020-02-13 00:00:00,Buprenorphine,9
2019-03-20 00:00:00,Food Pantry,77
2021-09-07 00:00:00,Food Pantry,88
2016-10-07 00:00:00,HealthConnect,9
2019-03-28 00:00:00,HealthConnect,1
2016-04-13 00:00:00,Food Pantry,70
2016-12-14 00:00:00,MHU,6
2019-09-21 00:00:00,Food Pantry,110
2018-06-18 00:00:00,MHU,30
2021-11-08 00:00:00,Buprenorphine,1
2017-04-07 00:00:00,MHU,15
2020-11-18 00:00:00,TPO,4
2022-10-28 00:00:00,ClubConnect,21
2017-06-24 00:00:00,Food Pantry,137
2020-06-16 00:00:00,PepAndPrep,1
2018-03-27 00:00:00,MHU,53
2019-12-17 00:00:00,DV,3
2022-06-22 00:00:00,HealthEquity,13
2018-05-30 00:00:00,MHU,51
2019-10-22 00:00:00,Food Pantry,117
2017-03-22 00:00:00,HealthConnect,10
2022-11-02 00:00:00,HealthEquity,1
